Feature,MI_Score
F1972,0.0016893939525541857
F2136,0.001687621476649026
F451,0.0016849629111702624
F465,0.0016846975286829435
F3495,0.0016841594071911326
F3250,0.0016819780025296716
F3624,0.0016816926955316447
F556,0.0016815949352915194
F3220,0.0016811584601562624
F2452,0.001681072532461525
F262,0.0016807103384808286
F1690,0.0016804032026347393
F3336,0.0016792871019476463
F2675,0.0016791639866278185
F1194,0.0016788892426935487
F1425,0.0016772141887165803
F1006,0.0016770597514933483
F1723,0.0016770475204985758
F1758,0.001675685663457882
F649,0.0016736455868164857
F3717,0.001672126870139734
F1351,0.001671853596853179
F987,0.0016716048974788622
